Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title
AMM42458,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42447,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42457,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMK59681,2016-02-27T00:00:00Z,Betacoronavirus 1,448,United Kingdom,Homo sapiens,brain,2011-08-20,N protein [Human coronavirus OC43]
ALJ53435,2015-10-21T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,oronasopharynx,2015,nucleocapsid protein [Human coronavirus NL63]
AIL49411,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2012-06,N protein [Human coronavirus OC43]
AIL49470,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2005-09,N protein [Human coronavirus OC43]
AIV41850,2015-08-31T00:00:00Z,Betacoronavirus 1,447,China: Beijing,Homo sapiens,oronasopharynx,2012-03,nucleocapsid protein [Human coronavirus OC43]
AIV41868,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,nucleocapsid protein [Human coronavirus OC43]
AIL49462,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,N protein [Human coronavirus OC43]
AIV41880,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2012-05,nucleocapsid protein [Human coronavirus OC43]
AIV41814,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-05,nucleocapsid protein [Human coronavirus OC43]
AIV41820,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2010-07,nucleocapsid protein [Human coronavirus OC43]
AIV41928,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,nucleocapsid protein [Human coronavirus OC43]
AIV41802,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-04,nucleocapsid protein [Human coronavirus OC43]
AIV41784,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2010-04,nucleocapsid protein [Human coronavirus OC43]
AIV41796,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2006-03,nucleocapsid protein [Human coronavirus OC43]
AIV41892,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2005-06,nucleocapsid protein [Human coronavirus OC43]
AIL49463,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,N protein [Human coronavirus OC43]
AIV41874,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2012-05,nucleocapsid protein [Human coronavirus OC43]
AIV41778,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2010-03,nucleocapsid protein [Human coronavirus OC43]
AIV41886,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2012-05,nucleocapsid protein [Human coronavirus OC43]
AIV41904,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-05,nucleocapsid protein [Human coronavirus OC43]
AIL49434,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2012-02,N protein [Human coronavirus OC43]
AIL49473,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2008-11,N protein [Human coronavirus OC43]
AIL49478,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2009-08,N protein [Human coronavirus OC43]
AIV41832,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2010-07,nucleocapsid protein [Human coronavirus OC43]
AIL49410,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2012-06,N protein [Human coronavirus OC43]
AIL49414,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2009-04,N protein [Human coronavirus OC43]
AIL49439,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2006-10,N protein [Human coronavirus OC43]
AIL49453,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,N protein [Human coronavirus OC43]
AIL49435,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2012-02,N protein [Human coronavirus OC43]
AIL49464,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,N protein [Human coronavirus OC43]
AIV41856,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2006-09,nucleocapsid protein [Human coronavirus OC43]
AIL49390,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2010-06,N protein [Human coronavirus OC43]
AIL49393,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2008-11,N protein [Human coronavirus OC43]
AIL49395,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2010-07,N protein [Human coronavirus OC43]
AIL49399,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2008-12,N protein [Human coronavirus OC43]
AIL49401,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2011-09,N protein [Human coronavirus OC43]
AIL49404,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2012-05,N protein [Human coronavirus OC43]
AIL49408,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2012-06,N protein [Human coronavirus OC43]
AIL49409,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2012-06,N protein [Human coronavirus OC43]
AIL49423,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2010-04,N protein [Human coronavirus OC43]
AIL49432,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2010-08,N protein [Human coronavirus OC43]
AIL49468,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-07,N protein [Human coronavirus OC43]
AIL49402,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2011-09,N protein [Human coronavirus OC43]
AIL49415,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2009-06,N protein [Human coronavirus OC43]
AIL49452,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,N protein [Human coronavirus OC43]
AIL49471,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2005-09,N protein [Human coronavirus OC43]
AIV41826,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-05,nucleocapsid protein [Human coronavirus OC43]
AIV41844,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2012-06,nucleocapsid protein [Human coronavirus OC43]
AIV41988,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-05,nucleocapsid protein [Human coronavirus OC43]
AIV41922,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,nucleocapsid protein [Human coronavirus OC43]
AIV41958,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,nucleocapsid protein [Human coronavirus OC43]
AIV41976,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-07,nucleocapsid protein [Human coronavirus OC43]
AIV41994,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2009-03,nucleocapsid protein [Human coronavirus OC43]
AIV42000,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2008-10,nucleocapsid protein [Human coronavirus OC43]
AIL49482,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2010-03,N protein [Human coronavirus OC43]
AIV41964,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,nucleocapsid protein [Human coronavirus OC43]
AIV41910,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,nucleocapsid protein [Human coronavirus OC43]
AIV41916,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,nucleocapsid protein [Human coronavirus OC43]
AIV41952,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,nucleocapsid protein [Human coronavirus OC43]
AIL49418,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2006-03,N protein [Human coronavirus OC43]
AIV41934,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,nucleocapsid protein [Human coronavirus OC43]
AIV41940,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,nucleocapsid protein [Human coronavirus OC43]
AIV41946,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,nucleocapsid protein [Human coronavirus OC43]
AIV41970,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2010-05,nucleocapsid protein [Human coronavirus OC43]
AIV41982,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-07,nucleocapsid protein [Human coronavirus OC43]
AIV42006,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2010-07,nucleocapsid protein [Human coronavirus OC43]
AIV42012,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2010-09,nucleocapsid protein [Human coronavirus OC43]
AIL49483,2015-08-31T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,N protein [Human coronavirus OC43]
AKT07956,2015-08-04T00:00:00Z,Human coronavirus NL63,377,Haiti,Homo sapiens,blood,2015-01-16,nucleocapsid protein [Human coronavirus NL63]
AIX10716,2015-06-05T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,1967,Nucleocapsid glycoprotein [Human coronavirus OC43]
AIX10718,2015-06-05T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,2001-02-07,Nucleocapsid glycoprotein [Human coronavirus OC43]
AIX10719,2015-06-05T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,2002-03-12,Nucleocapsid glycoprotein [Human coronavirus OC43]
AIX10720,2015-06-05T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,2002-02-21,Nucleocapsid glycoprotein [Human coronavirus OC43]
AIX10721,2015-06-05T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,2003-01-17,Nucleocapsid glycoprotein [Human coronavirus OC43]
AIX10722,2015-06-05T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,2004-02-20,Nucleocapsid glycoprotein [Human coronavirus OC43]
AIX10723,2015-06-05T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,2005-02-07,Nucleocapsid glycoprotein [Human coronavirus OC43]
AIX10728,2015-06-05T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,2010-12-17,Nucleocapsid glycoprotein [Human coronavirus OC43]
AIX10729,2015-06-05T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,2011-11-20,Nucleocapsid glycoprotein [Human coronavirus OC43]
AIX10730,2015-06-05T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,2012-03-30,Nucleocapsid glycoprotein [Human coronavirus OC43]
AIX10731,2015-06-05T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,2013-03-18,Nucleocapsid glycoprotein [Human coronavirus OC43]
AIX10717,2015-06-05T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,2001-02-20,Nucleocapsid glycoprotein [Human coronavirus OC43]
AIX10724,2015-06-05T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,2006-04-12,Nucleocapsid glycoprotein [Human coronavirus OC43]
AIX10725,2015-06-05T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,2007-06-16,Nucleocapsid glycoprotein [Human coronavirus OC43]
AIX10726,2015-06-05T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,2008-01-17,Nucleocapsid glycoprotein [Human coronavirus OC43]
AIX10727,2015-06-05T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,2009-11-02,Nucleocapsid glycoprotein [Human coronavirus OC43]
AJQ24079,2015-03-07T00:00:00Z,Betacoronavirus 1,224,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus OC43]"
AJQ24080,2015-03-07T00:00:00Z,Betacoronavirus 1,224,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus OC43]"
AJQ24088,2015-03-07T00:00:00Z,Betacoronavirus 1,224,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus OC43]"
AJQ24068,2015-03-07T00:00:00Z,Betacoronavirus 1,148,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus OC43]"
AJQ24074,2015-03-07T00:00:00Z,Betacoronavirus 1,148,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus OC43]"
AJQ24075,2015-03-07T00:00:00Z,Betacoronavirus 1,224,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus OC43]"
AJQ24084,2015-03-07T00:00:00Z,Betacoronavirus 1,224,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus OC43]"
AJQ24077,2015-03-07T00:00:00Z,Betacoronavirus 1,224,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus OC43]"
AJQ24078,2015-03-07T00:00:00Z,Betacoronavirus 1,224,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus OC43]"
AJQ24081,2015-03-07T00:00:00Z,Betacoronavirus 1,224,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus OC43]"
AJQ24082,2015-03-07T00:00:00Z,Betacoronavirus 1,224,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus OC43]"
AJQ24086,2015-03-07T00:00:00Z,Betacoronavirus 1,224,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus OC43]"
AJQ24067,2015-03-07T00:00:00Z,Betacoronavirus 1,209,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus OC43]"
AJQ24069,2015-03-07T00:00:00Z,Human coronavirus HKU1,280,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus HKU1]"
AJQ24072,2015-03-07T00:00:00Z,Human coronavirus HKU1,280,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus HKU1]"
AJQ24087,2015-03-07T00:00:00Z,Betacoronavirus 1,224,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus OC43]"
AJQ24089,2015-03-07T00:00:00Z,Betacoronavirus 1,224,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus OC43]"
AJQ24085,2015-03-07T00:00:00Z,Betacoronavirus 1,224,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus OC43]"
AJQ24073,2015-03-07T00:00:00Z,Human coronavirus HKU1,280,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus HKU1]"
AJQ24090,2015-03-07T00:00:00Z,Betacoronavirus 1,224,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus OC43]"
AJQ24070,2015-03-07T00:00:00Z,Human coronavirus HKU1,280,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus HKU1]"
AJQ24071,2015-03-07T00:00:00Z,Human coronavirus HKU1,280,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus HKU1]"
AJQ24076,2015-03-07T00:00:00Z,Betacoronavirus 1,224,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus OC43]"
AJQ24083,2015-03-07T00:00:00Z,Betacoronavirus 1,224,China,Homo sapiens,,2010-09,"nucleocapsid phosphoprotein, partial [Human coronavirus OC43]"
AIV41790,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2010-07,nucleocapsid protein [Human coronavirus OC43]
AIL49406,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2012-05,N protein [Human coronavirus OC43]
AIL49460,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,N protein [Human coronavirus OC43]
AIL49461,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,N protein [Human coronavirus OC43]
AIL49467,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-07,N protein [Human coronavirus OC43]
AIL49469,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-07,N protein [Human coronavirus OC43]
AIL49474,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2009-02,N protein [Human coronavirus OC43]
AIL49475,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2009-03,N protein [Human coronavirus OC43]
AIL49476,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2009-04,N protein [Human coronavirus OC43]
AIL49477,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2008-10,N protein [Human coronavirus OC43]
AIL49480,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2009-10,N protein [Human coronavirus OC43]
AIL49391,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2010-07,N protein [Human coronavirus OC43]
AIL49394,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2008-11,N protein [Human coronavirus OC43]
AIL49396,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2010-09,N protein [Human coronavirus OC43]
AIL49397,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2008-11,N protein [Human coronavirus OC43]
AIL49405,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2012-05,N protein [Human coronavirus OC43]
AIL49407,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2012-05,N protein [Human coronavirus OC43]
AIL49438,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2006-09,N protein [Human coronavirus OC43]
AIV41808,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-05,nucleocapsid protein [Human coronavirus OC43]
AIL49424,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2010-04,N protein [Human coronavirus OC43]
AIL49436,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2012-03,N protein [Human coronavirus OC43]
AIL49457,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,N protein [Human coronavirus OC43]
AIL49458,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-06,N protein [Human coronavirus OC43]
AIL49466,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2007-07,N protein [Human coronavirus OC43]
AIV41862,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2006-10,nucleocapsid protein [Human coronavirus OC43]
AIV41898,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2012-03,nucleocapsid protein [Human coronavirus OC43]
AIL49392,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2010-07,N protein [Human coronavirus OC43]
AIL49398,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2008-12,N protein [Human coronavirus OC43]
AIL49412,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2009-02,N protein [Human coronavirus OC43]
AIL49413,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2009-02,N protein [Human coronavirus OC43]
AIL49420,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2010-03,N protein [Human coronavirus OC43]
AIL49422,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2006-03,N protein [Human coronavirus OC43]
AIL49440,2015-02-06T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2006-10,N protein [Human coronavirus OC43]
