Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Protein_Type
ARK08639,2017-04-29T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ARK08655,2017-04-29T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ARK08624,2017-04-29T00:00:00Z,Human coronavirus 229E,389,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
ARK08665,2017-04-29T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ARK08674,2017-04-29T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ARK08631,2017-04-29T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
ARK08683,2017-04-29T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ARE29994,2017-04-09T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ARE30003,2017-04-09T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ARE30012,2017-04-09T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ARE29963,2017-04-09T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
ARE29969,2017-04-09T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
ARE29975,2017-04-09T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
ARE29981,2017-04-09T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
ARE29987,2017-04-09T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
ARE30021,2017-04-09T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ARB07416,2017-03-29T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ARB07435,2017-03-29T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ARB07612,2017-03-29T00:00:00Z,Human coronavirus HKU1,441,USA,Homo sapiens,,2016,nucleoprotein [Human coronavirus HKU1],nucleoprotein
ARB07621,2017-03-29T00:00:00Z,Human coronavirus HKU1,441,USA,Homo sapiens,,2016,nucleoprotein [Human coronavirus HKU1],nucleoprotein
ARB07603,2017-03-29T00:00:00Z,Human coronavirus HKU1,441,USA,Homo sapiens,,2016,nucleoprotein [Human coronavirus HKU1],nucleoprotein
ARB07410,2017-03-29T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
ARB07422,2017-03-29T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ARB07403,2017-03-29T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
ARB07442,2017-03-29T00:00:00Z,Human coronavirus HKU1,441,USA,Homo sapiens,,2016,nucleocapsid phosphoprotein [Human coronavirus HKU1],nucleocapsid phosphoprotein
ARB07396,2017-03-29T00:00:00Z,Human coronavirus 229E,389,USA,Homo sapiens,,2016,N protein [Human coronavirus 229E],N protein
ARB07429,2017-03-29T00:00:00Z,Human coronavirus 229E,389,USA,Homo sapiens,,2016,N protein [Human coronavirus 229E],N protein
ARA15433,2017-03-26T00:00:00Z,Human coronavirus 229E,389,USA,Homo sapiens,,2016,N protein [Human coronavirus 229E],N protein
ARA15425,2017-03-26T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2016,N protein [Human coronavirus OC43],N protein
AQN78676,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-04-02,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AQN78692,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-05-09,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AQN78708,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-06-20,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AQN78724,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-07-04,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AQN78748,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-08-24,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AQN78764,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-09-10,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AQN78780,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2013-02-15,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AQN78668,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-03-28,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AQN78684,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-05-02,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AQN78700,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-05-18,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AQN78716,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-06-25,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AQN78732,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-07-16,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AQN78740,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-08-01,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AQN78756,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-08-27,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AQN78772,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2013-01-02,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AQN78660,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-02-22,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
APF29067,2016-12-03T00:00:00Z,Human coronavirus NL63,377,Haiti,Homo sapiens,blood,2015-01-22,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
APF29065,2016-12-03T00:00:00Z,Human coronavirus NL63,377,Haiti,Homo sapiens,blood,2015-01-21,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
APF29075,2016-12-03T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,oronasopharynx,2015-09,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
APF29069,2016-12-03T00:00:00Z,Human coronavirus NL63,377,Haiti,Homo sapiens,blood,2015-01-27,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AOL02457,2016-09-11T00:00:00Z,Betacoronavirus 1,448,Mexico,Homo sapiens,oronasopharynx,2011-02-09,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ANU06088,2016-07-25T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,oronasopharynx,2015-09-01,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
ANN12606,2016-06-26T00:00:00Z,Human coronavirus 229E,175,India,Homo sapiens,oronasopharynx,2012-05,"nucleocapsid protein, partial [Human coronavirus 229E]","nucleocapsid protein, partial"
ANN12607,2016-06-26T00:00:00Z,Human coronavirus 229E,218,India,Homo sapiens,oronasopharynx,2014-02,"nucleocapsid protein, partial [Human coronavirus 229E]","nucleocapsid protein, partial"
AMN88690,2016-03-09T00:00:00Z,Human coronavirus HKU1,441,China,Homo sapiens,oronasopharynx,2009-04-23,nucleocapsid phosphoprotein [Human coronavirus HKU1],nucleocapsid phosphoprotein
AMM42526,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2013,"nucleocapsid protein, partial [Human coronavirus 229E]","nucleocapsid protein, partial"
AMM42520,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]","nucleocapsid protein, partial"
AMM42524,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]","nucleocapsid protein, partial"
AMM42518,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]","nucleocapsid protein, partial"
AMM42588,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42513,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]","nucleocapsid protein, partial"
AMM42514,2016-03-09T00:00:00Z,Human coronavirus 229E,389,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]","nucleocapsid protein, partial"
AMM42516,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]","nucleocapsid protein, partial"
AMM42517,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]","nucleocapsid protein, partial"
AMM42521,2016-03-09T00:00:00Z,Human coronavirus 229E,389,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]","nucleocapsid protein, partial"
AMM42522,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]","nucleocapsid protein, partial"
AMM42523,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]","nucleocapsid protein, partial"
AMM42527,2016-03-09T00:00:00Z,Human coronavirus 229E,389,Malaysia,Homo sapiens,,2013,"nucleocapsid protein, partial [Human coronavirus 229E]","nucleocapsid protein, partial"
AMM42528,2016-03-09T00:00:00Z,Human coronavirus 229E,388,Malaysia,Homo sapiens,,2013,"nucleocapsid protein, partial [Human coronavirus 229E]","nucleocapsid protein, partial"
AMM42512,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]","nucleocapsid protein, partial"
AMM42515,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]","nucleocapsid protein, partial"
AMN88698,2016-03-09T00:00:00Z,Human coronavirus HKU1,441,China,Homo sapiens,oronasopharynx,2009-04-23,nucleocapsid phosphoprotein [Human coronavirus HKU1],nucleocapsid phosphoprotein
AMM42611,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42620,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42621,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42623,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42624,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42625,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42626,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42627,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2013,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42628,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2013,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42629,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2013,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42630,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2013,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42589,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42590,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42593,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42595,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42598,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42601,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42602,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42603,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42613,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42615,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42591,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42592,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42605,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42609,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42614,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42616,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42596,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42597,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42600,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42607,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42608,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42617,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42618,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42622,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42604,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42610,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42619,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42606,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42525,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]","nucleocapsid protein, partial"
AMM42594,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42612,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42599,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
AMM42519,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]","nucleocapsid protein, partial"
